,10000,20000,40000,80000,160000,320000,640000,1280000,2560000
0,0.43005388634267405,0.3356952882162823,0.26630213233435746,0.2027489092065262,0.1714447482540914,0.12680745352242692,0.12324461899454582,0.08118172799154647,0.06997449372599715
1,0.6469924125244418,0.4841378905236317,0.3659658246296875,0.2814937519606054,0.2145822002895991,0.16924027014540668,0.12985147946005768,0.0977598616928786,0.07370865419196819
2,0.18284091808353378,0.14212893485890427,0.10664655272289422,0.08727843569303574,0.06754266027153319,0.054925676245486034,0.04103539166685089,0.03247009641568632,0.026440057538561816
3,0.1835143065971963,0.1465712477118164,0.12029241671209305,0.08789510156485453,0.07799573295874174,0.05839586498673712,0.05158640715346607,0.04219234059661985,0.033125442632880094
4,0.12602993061370832,0.09885093423504578,0.07686239097770507,0.05813177980341432,0.05021977212546231,0.03661203888834478,0.029737992277790927,0.021832429771268844,0.01766761398225018
5,0.1533743602481257,0.12918100717724473,0.09239558801458436,0.07206616378777642,0.059950635159652814,0.04546819473733077,0.038153598902868575,0.028159167475923865,0.02175561487897176
6,0.11427675131151588,0.09163283449970037,0.07228581857710553,0.05499063089700625,0.04648167718103464,0.03298557108922627,0.02573766484556184,0.020483546727335544,0.015409012379517625
7,0.15881180147635202,0.11145862189347915,0.09505073827835599,0.0633194474396225,0.057511487649255046,0.040428562998231915,0.031531845167808964,0.023904998892054097,0.01859467633110413
8,0.12627623624482512,0.08237440570775799,0.0815673498115092,0.05560561413114716,0.047034479751678196,0.04050668598059655,0.026640346829286985,0.01921308682826622,0.016228216159109177
9,0.1616397602030008,0.107048926779304,0.1232643382421327,0.07656927671019108,0.05534148823171827,0.05825738271739512,0.03766060984202255,0.0262684209176665,0.023565498374273894
10,0.14195721828705293,0.08991965172015191,0.11235919616919937,0.0621359562688577,0.048507904890124194,0.058847978372643654,0.0353705871014147,0.02532911662848189,0.023097019271040114
11,0.21215355484691437,0.12038267421997152,0.14174063466521497,0.07136892363815274,0.06696027387844647,0.06557911179013551,0.04154638330711122,0.030619936718530614,0.025946314474447733
12,0.14159187416191296,0.10528853569185959,0.11771489685021065,0.0747308465191126,0.05483446460807591,0.07242297644620718,0.045978666280580144,0.03168274589568203,0.02964187360183884
