,indicator,hockeyStick,quadratic,VaR_0.8,CVaR_0.8,VaR_0.9,CVaR_0.9,VaR_0.95,CVaR_0.95,VaR_0.99,CVaR_0.99,VaR_0.996,CVaR_0.996
True Value,0.9,2.38708828140225,8506.989195844548,40.20357374971087,69.20948538204865,63.51139979285341,87.38226007179563,82.18774093607243,102.69318333870969,115.68207395033124,131.45049748934687,131.05412405363222,145.0694348543932
