,100,200,400,800,1600
0,0.45586182116953067,0.33303903675094937,0.24756691014754,0.16746734756363682,0.18594921181602242
1,0.7580837905909273,0.6478908656879777,0.3905424026999236,0.30454134589345605,0.2402344181388345
2,0.2180306695600813,0.1503825802091143,0.10820836840071875,0.08166689671085495,0.05690057441630236
3,0.28838339233826293,0.20052661692311788,0.13667108278229037,0.09524916896686957,0.10219512740499882
4,0.1976499541803537,0.14420763039199655,0.09756374555490693,0.06796320812259146,0.05465735028576171
5,0.2158134964300574,0.15528116630947675,0.10759517877017595,0.07215971079034741,0.07577169470428688
6,0.18480270149355668,0.1414657917540257,0.0937562222919994,0.06976573075167712,0.058614553123779105
7,0.2002608591194098,0.1483576189503314,0.09745218751809083,0.07166837408508046,0.07491274532091899
8,0.18377209291673685,0.1465424867306345,0.09462736786752049,0.07600909935600124,0.06673726749131369
9,0.19485283217312496,0.16320905011048592,0.10444442257050038,0.08591788981548107,0.08938586416656012
10,0.19769653628434303,0.15679311489308995,0.10752298603539806,0.09192979422205677,0.10421933091316883
11,0.22010558160627633,0.24353023937408452,0.12328444092998948,0.10159163279440624,0.11493586257724325
12,0.21665791978160237,0.18543783669409736,0.12092698254550158,0.10263424914051911,0.13466187377512728
