,1000,2000,4000
0,0.8083335945016745,0.3990543509348056,0.1966758119342592
1,3.7798017073158854,1.6863725229557998,0.7906822192807087
2,0.6350683258325214,0.2598273178503915,0.12338431653715343
3,0.32424700416754954,0.13464636027793173,0.0683436260230339
4,0.5618843154424804,0.2613320086631506,0.12311197014013509
5,0.4138076929279329,0.18113655682149002,0.08176561586902056
6,0.6954853090382402,0.3375186803551957,0.16503007383119356
7,0.523149992818061,0.2455599353240603,0.11560312451249348
8,0.875085156917299,0.4378992499615143,0.2213017945563886
9,0.9307390357444315,0.4693372327627391,0.2430893942515705
10,1.5381784486568424,0.8001450810693824,0.42121481294810176
11,1.3294810486100848,0.6881602153607833,0.36407606708512547
12,2.0740769700695303,1.1110137221178544,0.5914148181586905
