,10000,20000,40000,80000,160000
0,0.2789716976426318,0.2072414437400501,0.16242214252050893,0.2176500436829975,0.0990784173598749
1,0.3899509263806099,0.3031445169093865,0.23768120309057406,0.19091202729380705,0.14141565685188764
2,0.11893981770225284,0.10850557127910178,0.06822565211805089,0.05718537462463315,0.04645237526114077
3,0.1243457097608895,0.10039714506061462,0.07298346306083763,0.08462590335300758,0.04435859095408408
4,0.07914112871366671,0.05949369737904386,0.050615545940624666,0.03888088060615324,0.029675439163350092
5,0.0973572149596801,0.07382653925818405,0.060117212960137376,0.05653797166656665,0.03607301223535103
6,0.07195908354763267,0.06249729119027615,0.04951396626812592,0.03616715196682107,0.030260720358831168
7,0.08254915956628459,0.0899971077547363,0.055243046020457744,0.04532688111077148,0.03635287798021985
8,0.07179280169246925,0.06275029210243298,0.04983162861147628,0.03534966451743729,0.03538351962655884
9,0.08356285566155013,0.07436812191879141,0.07220618755404892,0.04376439537542938,0.052537609388611274
10,0.07176104263853346,0.058857854773406486,0.06574735223125085,0.040318326072932516,0.053737739472231816
11,0.1141232416338083,0.07296485524724274,0.07170139515441068,0.05100299202550393,0.06929293813454145
12,0.09912348430687358,0.0633856113235377,0.08238620561906652,0.04711579766272821,0.06748746930722935
