,indicator,hockeyStick,quadratic,VaR_0.8,CVaR_0.8,VaR_0.9,CVaR_0.9,VaR_0.95,CVaR_0.95,VaR_0.99,CVaR_0.99,VaR_0.996,CVaR_0.996
0,0.0801,0.4067455327133972,632.7211370900458,11.163442245639928,18.142144919507867,16.993802818424044,22.385533818306925,21.41401577084453,25.758864757205565,28.450188151373283,30.897587565202834,30.66087504207853,32.982994978265744
1,0.0799,0.42446404824631045,653.5840712478763,10.911647552501066,18.087700952659493,16.918551950750498,22.54320580449001,21.532931739329726,26.073177451768665,28.87251941700933,31.83194986559531,32.05502481433632,34.00414905904327
2,0.081,0.3757325265890401,616.9043765899488,11.17949440827337,18.06776491009516,17.035939642641495,22.071566492368135,21.342143722272738,25.14375727492926,27.357149108695637,29.941143698501946,29.952378527671996,32.15497850244872
3,0.0785,0.35797466607189604,602.1765346055906,11.58989508991364,17.997217029315305,16.909702784599915,21.875677875924808,20.82360099420717,24.953420211333707,28.271457564184587,30.72906472105059,30.564496752023288,32.82237082746143
4,0.0817,0.44169341200580703,645.9593629626996,10.808741501131664,18.231094680941585,17.006259382258108,22.73744556038437,21.75445917476425,26.338436118491163,29.157651645950935,31.611289156608393,31.87956469554507,33.67532529307604
5,0.0685,0.3045609764031443,609.6362502505076,10.42296932823318,17.04751056152518,15.965275108317414,21.095905104734744,20.24199723157477,24.20700964074633,26.725084771285722,29.38190695216932,29.68551955855719,31.06680640675927
6,0.0817,0.4422714665672374,614.5307819967741,10.838905643133927,18.214023301338397,16.934569767434596,22.743647184896062,21.6475090056244,26.339786540285218,29.481202796916705,32.34352487632313,32.31763364989284,34.50932398743755
7,0.0823,0.4031789396541091,619.517147378738,10.700543101820642,17.95700535266563,16.825991577304578,22.354065650450384,21.69170069498034,25.54813301430407,27.893653338186795,29.805654982731838,30.01175716187997,31.22215894128389
8,0.0777,0.4020560722402201,642.2674463065802,11.560560127693208,18.21654887673258,17.00494445598467,22.32636336551356,21.191431732408674,25.777649130446523,29.27258548129157,32.3997726506164,32.5382076509557,34.68745999349374
9,0.0894,0.4427011630681527,670.5890063172917,11.456349940105909,18.670292659496926,17.789533795784152,22.857826273675023,22.183602267079863,25.915259197853256,28.45896642372817,31.18172083754719,31.775899284262124,33.23283629239383
10,0.0774,0.3700359047001537,633.533002628804,10.355253259973182,17.630521699799292,16.62154995818942,21.951051852747955,21.19438491746726,25.153058571290728,27.442124424224758,29.5434777876946,29.585459682575447,31.3798076257515
11,0.0736,0.33272554084042694,621.0620014525578,10.617036867845982,17.417543035885902,16.33100969403472,21.499918912930276,20.7704694020928,24.592318684370863,26.801566479587706,28.944868966831546,29.088821286450283,30.41547379579819
12,0.0928,0.4547270871231525,631.904187220197,11.572716578853758,18.781205449939097,17.9163651456294,22.993728307176188,22.401867502476534,25.976746503719127,28.55774363296284,30.767137137227685,31.00507194153397,32.58867640463356
13,0.0865,0.4587426498806996,652.1527009825164,11.623278446445099,18.67163084785332,17.368157317584178,22.98414425963848,22.136142558698296,26.3443159095515,29.051035274467253,31.4367755850004,31.609110040785566,33.207399559842955
14,0.0768,0.4215366085033758,632.4978557715517,11.3397855818138,18.110798641982377,16.622521044816438,22.455019984341956,21.47540491978107,26.12365162181205,29.0844769772948,31.538400671536234,31.407017958853658,33.52217069394783
