,100,200,400,800,1600,3200,6400,12800
0,0.3813004065038486,0.291547594742264,0.20837766195060312,0.18199845466376904,0.10802343495742003,0.06888672484140168,0.0497562662903503,0.036952315662384314
1,0.6293648029478878,0.5412361324691904,0.4675592408932743,0.24045974881870918,0.15311764971734187,0.1622111969510128,0.12412657737332154,0.07427567313609734
2,0.1994499618143104,0.1419023609832923,0.1037686494063116,0.08415609977146314,0.053929064692917014,0.0366139738190918,0.027530640283867924,0.019635943756523222
3,0.19308300903343142,0.11287367580344633,0.08692787957566525,0.06720970386620513,0.04298688629443962,0.032869790625071005,0.024883680102804506,0.017214124141478306
4,0.12182872094360088,0.07932452930937298,0.06304486951550463,0.04146473854033666,0.02682216314652278,0.020399888518763894,0.014570965709178561,0.01019776578016074
5,0.13796698755734252,0.08906815119699729,0.06705694714143616,0.054284734292698186,0.031681290626089154,0.02143321438945888,0.0152851596827595,0.01122660370317187
6,0.11138088959665353,0.07837414603245106,0.07062509480488185,0.040798323484271606,0.025813728922890074,0.026273921421148025,0.020300745090143433,0.012248461221612803
7,0.12438247112483834,0.08473878422624526,0.0694501333671788,0.04829293800529307,0.028710873537726105,0.024460247781523056,0.017732183600788896,0.012053367177979212
8,0.11360047665597664,0.08034155846392194,0.082533638589157,0.044262722442961644,0.027589746781729686,0.034506928670382304,0.027855618360543687,0.015272639540642244
9,0.12243028885809516,0.08727325390995548,0.09770026745888943,0.05460275097555964,0.03307861160367944,0.04297057014207275,0.03533021051749239,0.018880607682572582
10,0.1268746650215449,0.08681909271694117,0.10788940495944635,0.07235528569637961,0.03810272322764131,0.05267911801480915,0.04365668893411713,0.02033168655449535
11,0.16467878546378611,0.11422667546685053,0.13145741601866287,0.06695150606092583,0.041372403744532577,0.05729309521390494,0.045652030625844074,0.0217327524496859
12,0.14970585050248106,0.09939629216314412,0.12659501765222397,0.11426885372378275,0.04626938455651192,0.06325646304457153,0.051295198402387,0.021580167073940386
